ID	Gene Name	Species	KEGG_PATHWAY
MAP3K13	mitogen-activated protein kinase kinase kinase 13(MAP3K13)	Homo sapiens	hsa04010:MAPK signaling pathway,
MAP3K2	mitogen-activated protein kinase kinase kinase 2(MAP3K2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04540:Gap junction,hsa04912:GnRH signaling pathway,
MAP3K3	mitogen-activated protein kinase kinase kinase 3(MAP3K3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04912:GnRH signaling pathway,hsa05166:HTLV-I infection,
MAP3K4	mitogen-activated protein kinase kinase kinase 4(MAP3K4)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04912:GnRH signaling pathway,
MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2(MAP4K2)	Homo sapiens	hsa04010:MAPK signaling pathway,
MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2(MAPKAPK2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04370:VEGF signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05203:Viral carcinogenesis,
MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3(MAPKAPK3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04370:VEGF signaling pathway,
MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5(MAPKAPK5)	Homo sapiens	hsa04010:MAPK signaling pathway,
NLK	nemo like kinase(NLK)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04068:FoxO signaling pathway,hsa04310:Wnt signaling pathway,hsa04520:Adherens junction,
NTRK1	neurotrophic receptor tyrosine kinase 1(NTRK1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04144:Endocytosis,hsa04210:Apoptosis,hsa04722:Neurotrophin signaling pathway,hsa04750:Inflammatory mediator regulation of TRP channels,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05216:Thyroid cancer,hsa05230:Central carbon metabolism in cancer,
OCLN	occludin(OCLN)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04530:Tight junction,hsa04670:Leukocyte transendothelial migration,hsa05130:Pathogenic Escherichia coli infection,hsa05160:Hepatitis C,
PAK4	p21 (RAC1) activated kinase 4(PAK4)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04360:Axon guidance,hsa04510:Focal adhesion,hsa04660:T cell receptor signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05206:MicroRNAs in cancer,hsa05211:Renal cell carcinoma,
PER2	period circadian clock 2(PER2)	Homo sapiens	hsa04710:Circadian rhythm,hsa04713:Circadian entrainment,hsa05168:Herpes simplex infection,
PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha(PIK3C2A)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma(PIP4K2C)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa04070:Phosphatidylinositol signaling system,hsa04810:Regulation of actin cytoskeleton,
PDE4A	phosphodiesterase 4A(PDE4A)	Homo sapiens	hsa00230:Purine metabolism,hsa04024:cAMP signaling pathway,hsa05032:Morphine addiction,
PHKG2	phosphorylase kinase catalytic subunit gamma 2(PHKG2)	Homo sapiens	hsa04020:Calcium signaling pathway,hsa04910:Insulin signaling pathway,hsa04922:Glucagon signaling pathway,
PLK4	polo like kinase 4(PLK4)	Homo sapiens	hsa04068:FoxO signaling pathway,
PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1(PLOD1)	Homo sapiens	hsa00310:Lysine degradation,
PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1(PRKAA1)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04140:Regulation of autophagy,hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04710:Circadian rhythm,hsa04910:Insulin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04922:Glucagon signaling pathway,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05410:Hypertrophic cardiomyopathy (HCM),
PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1(PRKAB1)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04152:AMPK signaling pathway,hsa04710:Circadian rhythm,hsa04910:Insulin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04922:Glucagon signaling pathway,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05410:Hypertrophic cardiomyopathy (HCM),
PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2(PRKAB2)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04152:AMPK signaling pathway,hsa04710:Circadian rhythm,hsa04910:Insulin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04922:Glucagon signaling pathway,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05410:Hypertrophic cardiomyopathy (HCM),
PRKCA	protein kinase C alpha(PRKCA)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04020:Calcium signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04070:Phosphatidylinositol signaling system,hsa04071:Sphingolipid signaling pathway,hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04270:Vascular smooth muscle contraction,hsa04310:Wnt signaling pathway,hsa04370:VEGF signaling pathway,hsa04510:Focal adhesion,hsa04530:Tight junction,hsa04540:Gap junction,hsa04650:Natural killer cell mediated cytotoxicity,hsa04664:Fc epsilon RI signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa04670:Leukocyte transendothelial migration,hsa04713:Circadian entrainment,hsa04720:Long-term potentiation,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04726:Serotonergic synapse,hsa04727:GABAergic synapse,hsa04728:Dopaminergic synapse,hsa04730:Long-term depression,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04911:Insulin secretion,hsa04912:GnRH signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04960:Aldosterone-regulated sodium reabsorption,hsa04961:Endocrine and other factor-regulated calcium reabsorption,hsa04970:Salivary secretion,hsa04971:Gastric acid secretion,hsa04972:Pancreatic secretion,hsa05031:Amphetamine addiction,hsa05032:Morphine addiction,hsa05110:Vibrio cholerae infection,hsa05130:Pathogenic Escherichia coli infection,hsa05143:African trypanosomiasis,hsa05146:Amoebiasis,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05214:Glioma,hsa05223:Non-small cell lung cancer,hsa05231:Choline metabolism in cancer,
PRKCB	protein kinase C beta(PRKCB)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04020:Calcium signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04070:Phosphatidylinositol signaling system,hsa04071:Sphingolipid signaling pathway,hsa04150:mTOR signaling pathway,hsa04270:Vascular smooth muscle contraction,hsa04310:Wnt signaling pathway,hsa04370:VEGF signaling pathway,hsa04510:Focal adhesion,hsa04530:Tight junction,hsa04540:Gap junction,hsa04650:Natural killer cell mediated cytotoxicity,hsa04664:Fc epsilon RI signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa04670:Leukocyte transendothelial migration,hsa04713:Circadian entrainment,hsa04720:Long-term potentiation,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04726:Serotonergic synapse,hsa04727:GABAergic synapse,hsa04728:Dopaminergic synapse,hsa04730:Long-term depression,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04911:Insulin secretion,hsa04912:GnRH signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04960:Aldosterone-regulated sodium reabsorption,hsa04961:Endocrine and other factor-regulated calcium reabsorption,hsa04970:Salivary secretion,hsa04971:Gastric acid secretion,hsa04972:Pancreatic secretion,hsa05031:Amphetamine addiction,hsa05032:Morphine addiction,hsa05110:Vibrio cholerae infection,hsa05143:African trypanosomiasis,hsa05146:Amoebiasis,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05214:Glioma,hsa05223:Non-small cell lung cancer,hsa05231:Choline metabolism in cancer,
PRKCD	protein kinase C delta(PRKCD)	Homo sapiens	hsa04062:Chemokine signaling pathway,hsa04270:Vascular smooth muscle contraction,hsa04530:Tight junction,hsa04666:Fc gamma R-mediated phagocytosis,hsa04722:Neurotrophin signaling pathway,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04912:GnRH signaling pathway,hsa04915:Estrogen signaling pathway,hsa04930:Type II diabetes mellitus,hsa04931:Insulin resistance,
PRKCH	protein kinase C eta(PRKCH)	Homo sapiens	hsa04270:Vascular smooth muscle contraction,hsa04530:Tight junction,hsa04750:Inflammatory mediator regulation of TRP channels,
PRKCG	protein kinase C gamma(PRKCG)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04020:Calcium signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04070:Phosphatidylinositol signaling system,hsa04071:Sphingolipid signaling pathway,hsa04150:mTOR signaling pathway,hsa04270:Vascular smooth muscle contraction,hsa04310:Wnt signaling pathway,hsa04370:VEGF signaling pathway,hsa04510:Focal adhesion,hsa04530:Tight junction,hsa04540:Gap junction,hsa04650:Natural killer cell mediated cytotoxicity,hsa04666:Fc gamma R-mediated phagocytosis,hsa04670:Leukocyte transendothelial migration,hsa04713:Circadian entrainment,hsa04720:Long-term potentiation,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04726:Serotonergic synapse,hsa04727:GABAergic synapse,hsa04728:Dopaminergic synapse,hsa04730:Long-term depression,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04911:Insulin secretion,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04960:Aldosterone-regulated sodium reabsorption,hsa04961:Endocrine and other factor-regulated calcium reabsorption,hsa04970:Salivary secretion,hsa04971:Gastric acid secretion,hsa04972:Pancreatic secretion,hsa05031:Amphetamine addiction,hsa05032:Morphine addiction,hsa05110:Vibrio cholerae infection,hsa05143:African trypanosomiasis,hsa05146:Amoebiasis,hsa05161:Hepatitis B,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05214:Glioma,hsa05223:Non-small cell lung cancer,hsa05231:Choline metabolism in cancer,
PRKCQ	protein kinase C theta(PRKCQ)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04270:Vascular smooth muscle contraction,hsa04530:Tight junction,hsa04660:T cell receptor signaling pathway,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04920:Adipocytokine signaling pathway,hsa04931:Insulin resistance,hsa05162:Measles,
PRKD1	protein kinase D1(PRKD1)	Homo sapiens	hsa04015:Rap1 signaling pathway,hsa04925:Aldosterone synthesis and secretion,
PRKD2	protein kinase D2(PRKD2)	Homo sapiens	hsa04015:Rap1 signaling pathway,hsa04925:Aldosterone synthesis and secretion,
PKN1	protein kinase N1(PKN1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa05132:Salmonella infection,
PKN3	protein kinase N3(PKN3)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa05132:Salmonella infection,
PKMYT1	protein kinase, membrane associated tyrosine/threonine 1(PKMYT1)	Homo sapiens	hsa04110:Cell cycle,hsa04114:Oocyte meiosis,hsa04914:Progesterone-mediated oocyte maturation,
PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A(PPP1R14A)	Homo sapiens	hsa04270:Vascular smooth muscle contraction,
PTK2B	protein tyrosine kinase 2 beta(PTK2B)	Homo sapiens	hsa04020:Calcium signaling pathway,hsa04062:Chemokine signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa04670:Leukocyte transendothelial migration,hsa04912:GnRH signaling pathway,hsa05161:Hepatitis B,
PTK2	protein tyrosine kinase 2(PTK2)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04062:Chemokine signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04360:Axon guidance,hsa04370:VEGF signaling pathway,hsa04510:Focal adhesion,hsa04670:Leukocyte transendothelial migration,hsa04810:Regulation of actin cytoskeleton,hsa05100:Bacterial invasion of epithelial cells,hsa05146:Amoebiasis,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05205:Proteoglycans in cancer,hsa05222:Small cell lung cancer,
PTPN7	protein tyrosine phosphatase, non-receptor type 7(PTPN7)	Homo sapiens	hsa04010:MAPK signaling pathway,
PTPRR	protein tyrosine phosphatase, receptor type R(PTPRR)	Homo sapiens	hsa04010:MAPK signaling pathway,
PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1(PDHA1)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00020:Citrate cycle (TCA cycle),hsa00620:Pyruvate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa04066:HIF-1 signaling pathway,hsa04922:Glucagon signaling pathway,hsa05230:Central carbon metabolism in cancer,
RIPK2	receptor interacting serine/threonine kinase 2(RIPK2)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05131:Shigellosis,hsa05152:Tuberculosis,
RCAN1	regulator of calcineurin 1(RCAN1)	Homo sapiens	hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,
RPS6KA1	ribosomal protein S6 kinase A1(RPS6KA1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04114:Oocyte meiosis,hsa04150:mTOR signaling pathway,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04931:Insulin resistance,
RPS6KA2	ribosomal protein S6 kinase A2(RPS6KA2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04114:Oocyte meiosis,hsa04150:mTOR signaling pathway,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04931:Insulin resistance,
RPS6KA3	ribosomal protein S6 kinase A3(RPS6KA3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04114:Oocyte meiosis,hsa04150:mTOR signaling pathway,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04931:Insulin resistance,
RPS6KA4	ribosomal protein S6 kinase A4(RPS6KA4)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04668:TNF signaling pathway,
RPS6KA6	ribosomal protein S6 kinase A6(RPS6KA6)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04114:Oocyte meiosis,hsa04150:mTOR signaling pathway,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04931:Insulin resistance,
RPS6KB2	ribosomal protein S6 kinase B2(RPS6KB2)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04350:TGF-beta signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa04910:Insulin signaling pathway,hsa04931:Insulin resistance,hsa05205:Proteoglycans in cancer,hsa05221:Acute myeloid leukemia,hsa05231:Choline metabolism in cancer,
SIK2	salt inducible kinase 2(SIK2)	Homo sapiens	hsa04922:Glucagon signaling pathway,
SRRM1	serine and arginine repetitive matrix 1(SRRM1)	Homo sapiens	hsa03013:RNA transport,hsa03015:mRNA surveillance pathway,
STK4	serine/threonine kinase 4(STK4)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04068:FoxO signaling pathway,hsa05200:Pathways in cancer,hsa05223:Non-small cell lung cancer,
SGK1	serum/glucocorticoid regulated kinase 1(SGK1)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04960:Aldosterone-regulated sodium reabsorption,
SGK3	serum/glucocorticoid regulated kinase family member 3(SGK3)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04151:PI3K-Akt signaling pathway,
SIRPA	signal regulatory protein alpha(SIRPA)	Homo sapiens	hsa04380:Osteoclast differentiation,
SNAI1	snail family transcriptional repressor 1(SNAI1)	Homo sapiens	hsa04520:Adherens junction,
SLC18A2	solute carrier family 18 member A2(SLC18A2)	Homo sapiens	hsa04721:Synaptic vesicle cycle,hsa04726:Serotonergic synapse,hsa04728:Dopaminergic synapse,hsa05012:Parkinson's disease,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,
SLC8A2	solute carrier family 8 member A2(SLC8A2)	Homo sapiens	hsa04020:Calcium signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04974:Protein digestion and absorption,
SLC8A3	solute carrier family 8 member A3(SLC8A3)	Homo sapiens	hsa04020:Calcium signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04974:Protein digestion and absorption,
SYK	spleen associated tyrosine kinase(SYK)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04611:Platelet activation,hsa04650:Natural killer cell mediated cytotoxicity,hsa04662:B cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa05152:Tuberculosis,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
TEC	tec protein tyrosine kinase(TEC)	Homo sapiens	hsa04380:Osteoclast differentiation,hsa04660:T cell receptor signaling pathway,
TARSL2	threonyl-tRNA synthetase like 2(TARSL2)	Homo sapiens	hsa00970:Aminoacyl-tRNA biosynthesis,
TTN	titin(TTN)	Homo sapiens	hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05414:Dilated cardiomyopathy,
TLR8	toll like receptor 8(TLR8)	Homo sapiens	hsa04620:Toll-like receptor signaling pathway,
TGFBR1	transforming growth factor beta receptor 1(TGFBR1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04068:FoxO signaling pathway,hsa04144:Endocytosis,hsa04350:TGF-beta signaling pathway,hsa04380:Osteoclast differentiation,hsa04390:Hippo signaling pathway,hsa04520:Adherens junction,hsa05142:Chagas disease (American trypanosomiasis),hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05220:Chronic myeloid leukemia,
TRPV4	transient receptor potential cation channel subfamily V member 4(TRPV4)	Homo sapiens	hsa04750:Inflammatory mediator regulation of TRP channels,
TUBA1B	tubulin alpha 1b(TUBA1B)	Homo sapiens	hsa04145:Phagosome,hsa04540:Gap junction,hsa05130:Pathogenic Escherichia coli infection,
TYK2	tyrosine kinase 2(TYK2)	Homo sapiens	hsa04380:Osteoclast differentiation,hsa04630:Jak-STAT signaling pathway,hsa05145:Toxoplasmosis,hsa05160:Hepatitis C,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,
ULK3	unc-51 like kinase 3(ULK3)	Homo sapiens	hsa04140:Regulation of autophagy,hsa04150:mTOR signaling pathway,
